Date,Headline,Sentiment,Stock Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits,Price Increase
2024-09-11,CNEY Receives Nasdaq Notifications Regarding Minimum Market Value of Publicly Held Shares Requirement,0.5574,CNEY,0.689999998,1.600000024,0.689999998,1.389999986,347476100,0,0.0,0
2024-06-03,CNEY Receives Nasdaq Notification Regarding Minimum Bid Price Deficiency,0.0,CNEY,0.529999971,0.540000021,0.514999986,0.528999984,46700,0,0.0,0
2024-04-04,CN Energy Group. Inc. to Present at The Aegis Capital Corp 2024 Virtual Conference,0.2732,CNEY,1.139999986,1.269999981,1.139999986,1.230000019,69800,0,0.0,0
2024-04-02,"Steven Berman, CN Energy Group, is Featured in an Interview with SmallCapsDaily",0.2732,CNEY,1.090000033,1.220000029,1.049999952,1.159999967,174800,0,0.0,0
2024-03-15,CN Energy Group Receives Re-order from Water Purification Customer for its Activated Carbon,0.2732,CNEY,1.120000005,1.230000019,1.120000005,1.149999976,26800,0,0.0,0
2024-02-26,CN Energy Group Provides Preliminary Unaudited Financial Information for the First Three Months of Fiscal Year 2024 and Announces an Operations Update,0.2732,CNEY,1.429999948,1.539999962,1.429999948,1.440000057,133700,0,0.0,0
2024-02-21,Why Is CN Energy (CNEY) Stock Up 46% Today?,0.2732,CNEY,1.529999971,1.779999971,1.360000014,1.600000024,16234200,0,0.0,0
2024-02-16,CN Energy Group. Inc. Appoints Steven Berman as the Chief Executive Officer,0.2732,CNEY,1.399999976,1.5,1.320000052,1.401000023,326500,0,0.0,0
2024-02-15,CNEY Released Its Audited Financial Results for Fiscal Year 2023,0.0,CNEY,1.269999981,1.549999952,1.269999981,1.549999952,554300,0,0.0,0
2024-02-12,"CNEY Will Host a Conference Call on February 16, 2024",0.0,CNEY,1.340000033,1.370000005,1.210000038,1.245000005,161000,0,0.0,0
2024-02-02,CNEY Regains Compliance with Nasdaq Minimum Bid Price Requirement,0.0,CNEY,1.5,1.559999943,1.350000024,1.409999967,136700,0,0.0,0
2024-01-05,CN Energy Group. Inc. Announces Nasdaq Delisting Notification and Intends to Appeal,0.2732,CNEY,1.799999952,1.860000014,1.679999948,1.710000038,141693,0,0.0,0
2023-09-07,CN Energy Group Secures Activated Carbon Order for $1.64 Million,0.5267,CNEY,4.46999979,4.710000038,3.75,3.809999943,104400,0,0.0,0
2023-08-28,CN Energy Group. Inc. Files Financial Results for the First Six Months of Fiscal Year 2023,0.2732,CNEY,5.670000076,5.699999809,4.380000114,4.769999981,71240,0,0.0,0
2023-08-02,The 3 Best $1 Stocks to Buy Now: August 2023,0.6369,CNEY,5.760000229,5.849999905,5.460000038,5.760000229,25000,0,0.0,0
2023-07-24,CNEY Receives NASDAQ Minimum Bid Price Requirement Extension,0.0,CNEY,5.309999943,5.610000134,5.309999943,5.369999886,7357,0,0.0,0
2023-05-17,CNEY Awarded License Renewal to Process and Sell Wood Products; Expects to Enhance Operating Efficiencies,0.6486,CNEY,6.420000076,6.929999828,5.880000114,6.71999979,60363,0,0.0,0
2023-04-25,15 Cheap Growth Stocks to Buy,0.3818,CNEY,6.480000019,6.480000019,6.059999943,6.300000191,14253,0,0.0,0
2023-03-20,CNEY Wins a Large Activated Carbon Order,0.5719,CNEY,6.300000191,6.300000191,6.0,6.059999943,21387,0,0.0,0
2023-02-01,Aegis Capital Corp. Acted as Sole Bookrunner on a $10 Million Underwritten Public Offering for CN Energy Group Inc. (NASDAQ:CNEY),0.2732,CNEY,14.69999981,15.23999977,14.22000027,14.39999962,125477,0,0.0,0
2023-01-30,CNEY Announces Pricing of $10 Million Underwritten Public Offering,0.0,CNEY,18.29999924,20.34000015,16.5,17.67000008,542217,0,0.0,1
2023-01-27,CNEY Announces Proposed Underwritten Public Offering of Securities,0.296,CNEY,49.20000076,65.09999847,49.20000076,65.09999847,75113,0,0.0,0
2023-01-23,CN Energy Establishes its U.S. Headquarters to Expand Its Biochar and Wood-based Activated Carbon Businesses in Global Markets,0.5267,CNEY,27.62999916,36.90000153,27.60000038,36.59999847,36000,0,0.0,1
2023-01-17,CNEY Receives Nasdaq Notification Regarding Minimum Bid Price Deficiency,0.0,CNEY,30.0,31.20000076,21.69000053,26.06999969,21400,0,0.0,1
2022-11-25,CN Energy Group. Inc. has Upgraded its 6G Gasification Reactors,0.2732,CNEY,49.79999924,52.79999924,41.40000153,49.20000076,46007,0,0.0,1
2022-11-14,CN Energy Group. Inc. Has Obtained the Permit to Directly Sell to Drinkable Water Markets,0.2732,CNEY,56.09999847,60.59999847,56.09999847,59.70000076,4643,0,0.0,0
2022-10-05,Are CN Energy Group. Inc.'s (NASDAQ:CNEY) Mixed Financials The Reason For Its Gloomy Performance on The Stock Market?,0.128,CNEY,62.84999847,65.55000305,57.59999847,63.59999847,1517,0,0.0,1
2022-08-25,Consumers Dont Have the Money to Spend: 10 Chinese Stocks at Risk as Orders Drop,-0.4939,CNEY,64.5,64.5,61.5,62.81999969,620,0,0.0,1
2022-06-28,The past one-year earnings decline for CN Energy Group (NASDAQ:CNEY) likely explains shareholders long-term losses,-0.1531,CNEY,68.09999847,68.09999847,59.09999847,67.19999695,590,0,0.0,0
2022-05-06,Returns On Capital Signal Tricky Times Ahead For CN Energy Group (NASDAQ:CNEY),0.128,CNEY,40.65000153,41.61000061,39.0,39.90000153,1010,0,0.0,1
2022-02-10,CN Energy Named High-Technology Enterprise,0.2732,CNEY,58.5,63.0,56.70000076,57.59999847,937,0,0.0,0
2022-01-31,CN Energy's Subsidiary Completes New Manufacturing Facility,0.0,CNEY,52.5,57.59999847,52.5,57.59999847,960,0,0.0,1
2022-01-24,CN Energy and Xujin Environmental Protection Enter Strategic Cooperation,0.2732,CNEY,54.90000153,54.90000153,46.74000168,50.09999847,2447,0,0.0,0
2022-01-18,CN Energy Signs Operation & Management Agreement; Enters Multi-Billion Dollar Pharmaceutical Excipients Market,0.6486,CNEY,63.90000153,67.19999695,60.59999847,67.19999695,14677,0,0.0,0
2024-09-23,Tonix Pharmaceuticals Announces Data Presentations on TNX-102 SL for Fibromyalgia at the 11th Global Conference on Pharmaceutics and Novel Drug Delivery Systems (PDDS 2024),0.3182,TNXP,0.140000001,0.140000001,0.129999995,0.129999995,17367000,0,0.0,0
2024-09-19,Tonix Pharmaceuticals Announces Issuance of U.S. Patent by the United States Patent and Trademark Office Covering the Intranasal Delivery of FDA-Approved Tosymra to Treat Migraines,0.6705,TNXP,0.159999996,0.170000002,0.150000006,0.150000006,28045800,0,0.0,0
2024-09-18,"New Hope for Mpox? How TNX-801 Could Meet the WHO's Vaccine Targets for a Safer, Single-Dose Solution",0.7906,TNXP,0.150000006,0.150000006,0.140000001,0.150000006,9080000,0,0.0,0
2024-09-16,Tonix Pharmaceuticals Announces That its Single Dose Mpox Vaccine Candidate TNX-801 Aligns with WHO's Newly Issued Preferred Target Product Profile for Mpox Vaccines in Global Health Emergency,-0.3818,TNXP,0.159999996,0.159999996,0.150000006,0.150000006,12634800,0,0.0,0
2024-09-11,Investor Summit August 2024 Presentations Now Accessible for On-Demand Viewing,0.0,TNXP,0.150000006,0.159999996,0.140000001,0.150000006,16902700,0,0.0,0
2024-09-10,Tonix Pharmaceuticals Announces Appointment of Thomas Englese as Executive Vice President of Commercial Operations,0.0,TNXP,0.170000002,0.170000002,0.150000006,0.159999996,25302600,0,0.0,0
2024-09-09,Tonix Pharmaceuticals Presented Data on the Potential Mpox Vaccine TNX-801 in  Using Synthetic Biology to Battle Mpox  Talk at Immunology Symposium at the University of Alberta,-0.3818,TNXP,0.230000004,0.230000004,0.159999996,0.170000002,229465000,0,0.0,0
2024-09-06,Tonix Pharmaceuticals Launches National Awareness Campaign on the Impact of Gastroparesis or Stomach Paralysis on the Absorption of Oral Migraine Medications at PAINWeek,0.0,TNXP,0.159999996,0.159999996,0.129999995,0.140000001,17159900,0,0.0,0
2024-09-04,"As Research into Pain Accelerates, a Newly Recognized Type of Pain Comes to the Forefront - Tonix Targets it with FDA-Fast Track-Designated TNX-102 SL",-0.765,TNXP,0.170000002,0.170000002,0.159999996,0.159999996,14601700,0,0.0,0
2024-08-29,Tonix Pharmaceuticals Presented Data from Two Posters on TNX-102 SL for Reduction of Acute Stress Reaction and Prevention of PTSD and One Poster for Wound Healing at the 2024 Military Health System Research Symposium (MHSRS),-0.4215,TNXP,0.300000012,0.310000002,0.230000004,0.25999999,24468900,0,0.0,0
2024-08-28,Tonix Pharmaceuticals Presented Data and Analyses of TNX-102 SL Treatment Effects on Fibromyalgia at the 2024 Military Health System Research Symposium (MHSRS),0.0,TNXP,0.349999994,0.349999994,0.289999992,0.300000012,40174400,0,0.0,0
2024-08-26,Tonix Pharma Collaborates With World's Largest Vaccine Manufacturer For Mpox Vaccine,0.0,TNXP,0.439999998,0.460000008,0.370000005,0.370000005,132606500,0,0.0,0
2024-08-23,Modern Twist to Centuries-Old Smallpox Vaccine Poised to Combat Deadly Mpox Strain as WHO Declares Global Emergency,-0.4939,TNXP,0.349999994,0.370000005,0.340000004,0.340000004,39397200,0,0.0,0
2024-08-21,Tonix Pharmaceuticals Announces Oral Presentation and Three Poster Presentations at the 2024 Military Health System Research Symposium (MHSRS),0.0,TNXP,0.340000004,0.379999995,0.330000013,0.360000014,40430400,0,0.0,0
2024-08-20,Tonix initiates Phase II trial for emergency cocaine intoxication treatment,-0.3818,TNXP,0.460000008,0.49000001,0.370000005,0.379999995,41576300,0,0.0,0
2024-08-19,Tonix Pharmaceuticals Reports Second Quarter 2024 Financial Results and Operational Highlights,0.0,TNXP,0.600000024,0.850000024,0.419999987,0.449999988,290466000,0,0.0,0
2024-08-16,"TNXP Stock Earnings: Tonix Pharmaceuticals Misses EPS, Misses Revenue for Q2 2024",-0.4215,TNXP,0.469999999,0.550000012,0.400000006,0.449999988,78585900,0,0.0,0
2024-08-13,Tonix Pharmaceuticals to Present at the Summer 2024 Virtual Investor Summit,0.0,TNXP,0.519999981,0.519999981,0.479999989,0.49000001,768600,0,0.0,0
2024-08-12,"Tonix Pharmaceuticals Presented Data and Analyses of TNX-102 SL Treatment Effects on Fibromyalgia, the Prototypic Nociplastic Pain Syndrome, at the IASP 2024 World Congress on Pain",-0.765,TNXP,0.49000001,0.519999981,0.479999989,0.50999999,852000,0,0.0,0
2024-08-06,Tonix Pharmaceuticals Announces Publication in Microorganisms of Technology that Expands Company's Capabilities in Generating Potential Therapeutic Fully Human Antibodies Against SARS-CoV-2 and Other Pathogens,0.1027,TNXP,0.460000008,0.49000001,0.449999988,0.460000008,772500,0,0.0,0
2024-08-01,FDA Recognizes Fibromyalgia as a 'Serious Condition' And Fast-Tracks New Drug Candidate,-0.0772,TNXP,0.519999981,0.550000012,0.5,0.50999999,1706100,0,0.0,0
2024-07-31,Tonix Pharmaceuticals Announces Potential Positive Impact of the U.S. National Academies (NASEM) New Definition of Long COVID on the Size of the Fibromyalgia Market for Tonmya,0.5574,TNXP,0.529999971,0.540000021,0.5,0.5,2158400,0,0.0,1
2024-07-30,Tonix Pharmaceuticals Announces Poster Presentation at the IASP 2024 World Congress on Pain,-0.5106,TNXP,0.569999993,0.579999983,0.550000012,0.569999993,1186000,0,0.0,0
2024-07-29,Tonix Pharmaceuticals Awarded Up to $34 Million U.S. Department of Defense Contract for Accelerated Development of Broad-Spectrum Antiviral Program,0.4939,TNXP,0.550000012,0.579999983,0.529999971,0.569999993,2017600,0,0.0,0
2024-07-25,Global Fibromyalgia Treatment Market Projected To Reach $3.86 Billion By 2031 as Positive Growth Trends Expected,0.743,TNXP,0.560000002,0.600000024,0.460000008,0.579999983,11279300,0,0.0,1
2024-07-24,"Beyond 'One Bug, One Drug' - Tonix Pharmaceuticals Secures Up To $34 Million In Funding From The U.S. Department Of Defense To Develop a Broad-Spectrum Antiviral",0.4215,TNXP,0.600000024,0.610000014,0.519999981,0.529999971,11647500,0,0.0,0
2024-07-22,7 Sorry Biotech Stocks Set to Make Investors Sad,-0.5267,TNXP,0.579999983,0.589999974,0.540000021,0.560000002,2065600,0,0.0,0
2024-07-19,Tonix Pharmaceuticals Awarded potential 34 million dollar Contract with U.S. Department of Defence,0.4767,TNXP,0.569999993,0.589999974,0.560000002,0.560000002,1448800,0,0.0,0
2024-07-18,Tonix Pharmaceuticals receives positive feedback from FDA on Tonmya for fibromyalgia management,0.5574,TNXP,0.600000024,0.610000014,0.560000002,0.569999993,2040200,0,0.0,1
2024-07-17,"Tonix Pharmaceuticals, Set to File an NDA for Tonmya for the Management of Fibromyalgia, is Planning Expected Launch in 2H 2025",0.0,TNXP,0.610000014,0.610000014,0.589999974,0.600000024,1894300,0,0.0,1
2024-07-10,Tonix Pharmaceuticals Announces Closing of $4.0 Million Public Offering,0.0,TNXP,0.610000014,0.629999995,0.600000024,0.620000005,3258900,0,0.0,0
2024-07-09,Tonix Pharmaceuticals Announces Pricing of Approximately $4.0 Million Public Offering,0.0,TNXP,0.600000024,0.629999995,0.579999983,0.600000024,4285500,0,0.0,0
2024-07-08,Tonix Pharmaceuticals Announces Proposed Public Offering,0.0,TNXP,0.829999983,0.839999974,0.699999988,0.709999979,4514200,0,0.0,0
2024-07-01,Nano-Cap Tonix Pharmaceuticals Secures Large US Department of Defense Contract,0.4215,TNXP,0.709999979,0.75,0.670000017,0.730000019,9917000,0,0.0,1
2024-06-28,Tonix Pharmaceuticals Announces Closing of $4.0 Million Public Offering,0.0,TNXP,0.709999979,0.720000029,0.660000026,0.699999988,1556700,0,0.0,1
